ID,Parameter_ID,Construction_ID,Code_ID,Value
latv1249-kaut-c-direct-negation,c-direct-negation,latv1249-kaut,c-direct-negation-no,no
latv1249-kaut-c-comparative,c-comparative,latv1249-kaut,c-comparative-no,no
latv1249-kaut-c-free-choice,c-free-choice,latv1249-kaut,c-free-choice-no,no
latv1249-ne--c-specific-known,c-specific-known,latv1249-ne-,c-specific-known-no,no
latv1249-ne--c-specific-unknown,c-specific-unknown,latv1249-ne-,c-specific-unknown-no,no
latv1249-ne--c-irrealis-nsp,c-irrealis-nsp,latv1249-ne-,c-irrealis-nsp-no,no
latv1249-ne--c-question,c-question,latv1249-ne-,c-question-no,no
latv1249-ne--c-conditional,c-conditional,latv1249-ne-,c-conditional-no,no
latv1249-ne--c-indirect-negation,c-indirect-negation,latv1249-ne-,c-indirect-negation-no,no
latv1249-ne--c-direct-negation,c-direct-negation,latv1249-ne-,c-direct-negation-yes,yes
latv1249-ne--c-comparative,c-comparative,latv1249-ne-,c-comparative-no,no
latv1249-ne--c-free-choice,c-free-choice,latv1249-ne-,c-free-choice-no,no
iris1253-arbithaon-c-specific-known,c-specific-known,iris1253-arbithaon,c-specific-known-no,no
iris1253-arbithaon-c-specific-unknown,c-specific-unknown,iris1253-arbithaon,c-specific-unknown-no,no
iris1253-arbithaon-c-irrealis-nsp,c-irrealis-nsp,iris1253-arbithaon,c-irrealis-nsp-no,no
iris1253-arbithaon-c-question,c-question,iris1253-arbithaon,c-question-yes,yes
iris1253-arbithaon-c-conditional,c-conditional,iris1253-arbithaon,c-conditional-yes,yes
iris1253-arbithaon-c-indirect-negation,c-indirect-negation,iris1253-arbithaon,c-indirect-negation-yes,yes
iris1253-arbithaon-c-direct-negation,c-direct-negation,iris1253-arbithaon,c-direct-negation-yes,yes
iris1253-arbithaon-c-comparative,c-comparative,iris1253-arbithaon,c-comparative-yes,yes
iris1253-arbithaon-c-free-choice,c-free-choice,iris1253-arbithaon,c-free-choice-yes,yes
iris1253-dada-c-specific-known,c-specific-known,iris1253-dada,c-specific-known-no,no
iris1253-dada-c-specific-unknown,c-specific-unknown,iris1253-dada,c-specific-unknown-no,no
iris1253-dada-c-irrealis-nsp,c-irrealis-nsp,iris1253-dada,c-irrealis-nsp-no,no
iris1253-dada-c-question,c-question,iris1253-dada,c-question-yes,yes
iris1253-dada-c-conditional,c-conditional,iris1253-dada,c-conditional-yes,yes
iris1253-dada-c-indirect-negation,c-indirect-negation,iris1253-dada,c-indirect-negation-yes,yes
iris1253-dada-c-direct-negation,c-direct-negation,iris1253-dada,c-direct-negation-yes,yes
iris1253-dada-c-comparative,c-comparative,iris1253-dada,c-comparative-yes,yes
iris1253-dada-c-free-choice,c-free-choice,iris1253-dada,c-free-choice-no,no
iris1253-eigin-c-specific-known,c-specific-known,iris1253-eigin,c-specific-known-yes,yes
iris1253-eigin-c-specific-unknown,c-specific-unknown,iris1253-eigin,c-specific-unknown-yes,yes
iris1253-eigin-c-irrealis-nsp,c-irrealis-nsp,iris1253-eigin,c-irrealis-nsp-yes,yes
iris1253-eigin-c-question,c-question,iris1253-eigin,c-question-no,no
iris1253-eigin-c-conditional,c-conditional,iris1253-eigin,c-conditional-no,no
iris1253-eigin-c-indirect-negation,c-indirect-negation,iris1253-eigin,c-indirect-negation-no,no
iris1253-eigin-c-direct-negation,c-direct-negation,iris1253-eigin,c-direct-negation-no,no
iris1253-eigin-c-comparative,c-comparative,iris1253-eigin,c-comparative-no,no
iris1253-eigin-c-free-choice,c-free-choice,iris1253-eigin,c-free-choice-no,no
osse1243--doer-c-specific-known,c-specific-known,osse1243--doer,c-specific-known-yes,yes
osse1243--doer-c-specific-unknown,c-specific-unknown,osse1243--doer,c-specific-unknown-yes,yes
osse1243--doer-c-irrealis-nsp,c-irrealis-nsp,osse1243--doer,c-irrealis-nsp-no,no
osse1243--doer-c-question,c-question,osse1243--doer,c-question-no,no
osse1243--doer-c-conditional,c-conditional,osse1243--doer,c-conditional-no,no
osse1243--doer-c-indirect-negation,c-indirect-negation,osse1243--doer,c-indirect-negation-no,no
osse1243--doer-c-direct-negation,c-direct-negation,osse1243--doer,c-direct-negation-no,no
osse1243--doer-c-comparative,c-comparative,osse1243--doer,c-comparative-no,no
osse1243--doer-c-free-choice,c-free-choice,osse1243--doer,c-free-choice-no,no
osse1243--doeriddoer-c-specific-known,c-specific-known,osse1243--doeriddoer,c-specific-known-no,no
osse1243--doeriddoer-c-specific-unknown,c-specific-unknown,osse1243--doeriddoer,c-specific-unknown-no,no
osse1243--doeriddoer-c-irrealis-nsp,c-irrealis-nsp,osse1243--doeriddoer,c-irrealis-nsp-no,no
osse1243--doeriddoer-c-question,c-question,osse1243--doeriddoer,c-question-no,no
osse1243--doeriddoer-c-conditional,c-conditional,osse1243--doeriddoer,c-conditional-no,no
osse1243--doeriddoer-c-indirect-negation,c-indirect-negation,osse1243--doeriddoer,c-indirect-negation-no,no
osse1243--doeriddoer-c-direct-negation,c-direct-negation,osse1243--doeriddoer,c-direct-negation-no,no
osse1243--doeriddoer-c-comparative,c-comparative,osse1243--doeriddoer,c-comparative-yes,yes
osse1243--doeriddoer-c-free-choice,c-free-choice,osse1243--doeriddoer,c-free-choice-yes,yes
osse1243-is--c-specific-known,c-specific-known,osse1243-is-,c-specific-known-no,no
osse1243-is--c-specific-unknown,c-specific-unknown,osse1243-is-,c-specific-unknown-no,no
osse1243-is--c-irrealis-nsp,c-irrealis-nsp,osse1243-is-,c-irrealis-nsp-yes,yes
osse1243-is--c-question,c-question,osse1243-is-,c-question-yes,yes
osse1243-is--c-conditional,c-conditional,osse1243-is-,c-conditional-yes,yes
osse1243-is--c-indirect-negation,c-indirect-negation,osse1243-is-,c-indirect-negation-yes,yes
osse1243-is--c-direct-negation,c-direct-negation,osse1243-is-,c-direct-negation-no,no
osse1243-is--c-comparative,c-comparative,osse1243-is-,c-comparative-no,no
osse1243-is--c-free-choice,c-free-choice,osse1243-is-,c-free-choice-no,no
osse1243-ma-ni--c-specific-known,c-specific-known,osse1243-ma-ni-,c-specific-known-no,no
osse1243-ma-ni--c-specific-unknown,c-specific-unknown,osse1243-ma-ni-,c-specific-unknown-no,no
osse1243-ma-ni--c-irrealis-nsp,c-irrealis-nsp,osse1243-ma-ni-,c-irrealis-nsp-no,no
osse1243-ma-ni--c-question,c-question,osse1243-ma-ni-,c-question-no,no
osse1243-ma-ni--c-conditional,c-conditional,osse1243-ma-ni-,c-conditional-no,no
osse1243-ma-ni--c-indirect-negation,c-indirect-negation,osse1243-ma-ni-,c-indirect-negation-no,no
osse1243-ma-ni--c-direct-negation,c-direct-negation,osse1243-ma-ni-,c-direct-negation-yes,yes
osse1243-ma-ni--c-comparative,c-comparative,osse1243-ma-ni-,c-comparative-no,no
osse1243-ma-ni--c-free-choice,c-free-choice,osse1243-ma-ni-,c-free-choice-no,no
west2369-hic-c-specific-known,c-specific-known,west2369-hic,c-specific-known-no,no
west2369-hic-c-specific-unknown,c-specific-unknown,west2369-hic,c-specific-unknown-no,no
west2369-hic-c-irrealis-nsp,c-irrealis-nsp,west2369-hic,c-irrealis-nsp-no,no
west2369-hic-c-question,c-question,west2369-hic,c-question-yes,yes
west2369-hic-c-conditional,c-conditional,west2369-hic,c-conditional-no,no
west2369-hic-c-indirect-negation,c-indirect-negation,west2369-hic,c-indirect-negation-yes,yes
west2369-hic-c-direct-negation,c-direct-negation,west2369-hic,c-direct-negation-yes,yes
west2369-hic-c-comparative,c-comparative,west2369-hic,c-comparative-no,no
west2369-hic-c-free-choice,c-free-choice,west2369-hic,c-free-choice-no,no
west2369--i-c-specific-known,c-specific-known,west2369--i,c-specific-known-yes,yes
west2369--i-c-specific-unknown,c-specific-unknown,west2369--i,c-specific-unknown-yes,yes
west2369--i-c-irrealis-nsp,c-irrealis-nsp,west2369--i,c-irrealis-nsp-yes,yes
west2369--i-c-question,c-question,west2369--i,c-question-yes,yes
west2369--i-c-conditional,c-conditional,west2369--i,c-conditional-yes,yes
west2369--i-c-indirect-negation,c-indirect-negation,west2369--i,c-indirect-negation-yes,yes
west2369--i-c-direct-negation,c-direct-negation,west2369--i,c-direct-negation-yes,yes
west2369--i-c-comparative,c-comparative,west2369--i,c-comparative-no,no
west2369--i-c-free-choice,c-free-choice,west2369--i,c-free-choice-no,no
hind1269-bhii-c-specific-known,c-specific-known,hind1269-bhii,c-specific-known-no,no
hind1269-bhii-c-specific-unknown,c-specific-unknown,hind1269-bhii,c-specific-unknown-no,no
hind1269-bhii-c-irrealis-nsp,c-irrealis-nsp,hind1269-bhii,c-irrealis-nsp-yes,yes
hind1269-bhii-c-question,c-question,hind1269-bhii,c-question-yes,yes
hind1269-bhii-c-conditional,c-conditional,hind1269-bhii,c-conditional-yes,yes
hind1269-bhii-c-indirect-negation,c-indirect-negation,hind1269-bhii,c-indirect-negation-yes,yes
hind1269-bhii-c-direct-negation,c-direct-negation,hind1269-bhii,c-direct-negation-yes,yes
hind1269-bhii-c-comparative,c-comparative,hind1269-bhii,c-comparative-yes,yes
hind1269-bhii-c-free-choice,c-free-choice,hind1269-bhii,c-free-choice-yes,yes
hind1269-koii-c-specific-known,c-specific-known,hind1269-koii,c-specific-known-yes,yes
hind1269-koii-c-specific-unknown,c-specific-unknown,hind1269-koii,c-specific-unknown-yes,yes
hind1269-koii-c-irrealis-nsp,c-irrealis-nsp,hind1269-koii,c-irrealis-nsp-yes,yes
hind1269-koii-c-question,c-question,hind1269-koii,c-question-yes,yes
hind1269-koii-c-conditional,c-conditional,hind1269-koii,c-conditional-yes,yes
hind1269-koii-c-indirect-negation,c-indirect-negation,hind1269-koii,c-indirect-negation-yes,yes
hind1269-koii-c-direct-negation,c-direct-negation,hind1269-koii,c-direct-negation-yes,yes
hind1269-koii-c-comparative,c-comparative,hind1269-koii,c-comparative-no,no
hind1269-koii-c-free-choice,c-free-choice,hind1269-koii,c-free-choice-no,no
nucl1301-bir-c-specific-known,c-specific-known,nucl1301-bir,c-specific-known-yes,yes
nucl1301-bir-c-specific-unknown,c-specific-unknown,nucl1301-bir,c-specific-unknown-yes,yes
nucl1301-bir-c-irrealis-nsp,c-irrealis-nsp,nucl1301-bir,c-irrealis-nsp-yes,yes
nucl1301-bir-c-question,c-question,nucl1301-bir,c-question-yes,yes
nucl1301-bir-c-conditional,c-conditional,nucl1301-bir,c-conditional-yes,yes
nucl1301-bir-c-indirect-negation,c-indirect-negation,nucl1301-bir,c-indirect-negation-yes,yes
nucl1301-bir-c-direct-negation,c-direct-negation,nucl1301-bir,c-direct-negation-yes,yes
nucl1301-bir-c-comparative,c-comparative,nucl1301-bir,c-comparative-no,no
nucl1301-bir-c-free-choice,c-free-choice,nucl1301-bir,c-free-choice-no,no
nucl1301-herhangi-c-specific-known,c-specific-known,nucl1301-herhangi,c-specific-known-no,no
nucl1301-herhangi-c-specific-unknown,c-specific-unknown,nucl1301-herhangi,c-specific-unknown-no,no
nucl1301-herhangi-c-irrealis-nsp,c-irrealis-nsp,nucl1301-herhangi,c-irrealis-nsp-yes,yes
nucl1301-herhangi-c-question,c-question,nucl1301-herhangi,c-question-yes,yes
nucl1301-herhangi-c-conditional,c-conditional,nucl1301-herhangi,c-conditional-yes,yes
nucl1301-herhangi-c-indirect-negation,c-indirect-negation,nucl1301-herhangi,c-indirect-negation-yes,yes
nucl1301-herhangi-c-direct-negation,c-direct-negation,nucl1301-herhangi,c-direct-negation-yes,yes
nucl1301-herhangi-c-comparative,c-comparative,nucl1301-herhangi,c-comparative-yes,yes
nucl1301-herhangi-c-free-choice,c-free-choice,nucl1301-herhangi,c-free-choice-yes,yes
nucl1301-hic-c-specific-known,c-specific-known,nucl1301-hic,c-specific-known-no,no
nucl1301-hic-c-specific-unknown,c-specific-unknown,nucl1301-hic,c-specific-unknown-no,no
nucl1301-hic-c-irrealis-nsp,c-irrealis-nsp,nucl1301-hic,c-irrealis-nsp-no,no
nucl1301-hic-c-question,c-question,nucl1301-hic,c-question-yes,yes
nucl1301-hic-c-conditional,c-conditional,nucl1301-hic,c-conditional-no,no
nucl1301-hic-c-indirect-negation,c-indirect-negation,nucl1301-hic,c-indirect-negation-yes,yes
nucl1301-hic-c-direct-negation,c-direct-negation,nucl1301-hic,c-direct-negation-yes,yes
nucl1301-hic-c-comparative,c-comparative,nucl1301-hic,c-comparative-no,no
nucl1301-hic-c-free-choice,c-free-choice,nucl1301-hic,c-free-choice-no,no
kaza1248-alde--c-specific-known,c-specific-known,kaza1248-alde-,c-specific-known-yes,yes
kaza1248-alde--c-specific-unknown,c-specific-unknown,kaza1248-alde-,c-specific-unknown-yes,yes
kaza1248-alde--c-irrealis-nsp,c-irrealis-nsp,kaza1248-alde-,c-irrealis-nsp-no,no
kaza1248-alde--c-question,c-question,kaza1248-alde-,c-question-no,no
kaza1248-alde--c-conditional,c-conditional,kaza1248-alde-,c-conditional-no,no
kaza1248-alde--c-indirect-negation,c-indirect-negation,kaza1248-alde-,c-indirect-negation-no,no
kaza1248-alde--c-direct-negation,c-direct-negation,kaza1248-alde-,c-direct-negation-no,no
kaza1248-alde--c-comparative,c-comparative,kaza1248-alde-,c-comparative-no,no
kaza1248-alde--c-free-choice,c-free-choice,kaza1248-alde-,c-free-choice-no,no
kaza1248-bir-c-specific-known,c-specific-known,kaza1248-bir,c-specific-known-yes,yes
kaza1248-bir-c-specific-unknown,c-specific-unknown,kaza1248-bir,c-specific-unknown-yes,yes
kaza1248-bir-c-irrealis-nsp,c-irrealis-nsp,kaza1248-bir,c-irrealis-nsp-yes,yes
kaza1248-bir-c-question,c-question,kaza1248-bir,c-question-yes,yes
kaza1248-bir-c-conditional,c-conditional,kaza1248-bir,c-conditional-yes,yes
kaza1248-bir-c-indirect-negation,c-indirect-negation,kaza1248-bir,c-indirect-negation-yes,yes
kaza1248-bir-c-direct-negation,c-direct-negation,kaza1248-bir,c-direct-negation-no,no
kaza1248-bir-c-comparative,c-comparative,kaza1248-bir,c-comparative-no,no
kaza1248-bir-c-free-choice,c-free-choice,kaza1248-bir,c-free-choice-no,no
kaza1248-bolsada-c-specific-known,c-specific-known,kaza1248-bolsada,c-specific-known-no,no
kaza1248-bolsada-c-specific-unknown,c-specific-unknown,kaza1248-bolsada,c-specific-unknown-no,no
kaza1248-bolsada-c-irrealis-nsp,c-irrealis-nsp,kaza1248-bolsada,c-irrealis-nsp-no,no
kaza1248-bolsada-c-question,c-question,kaza1248-bolsada,c-question-yes,yes
kaza1248-bolsada-c-conditional,c-conditional,kaza1248-bolsada,c-conditional-yes,yes
kaza1248-bolsada-c-indirect-negation,c-indirect-negation,kaza1248-bolsada,c-indirect-negation-no,no
kaza1248-bolsada-c-direct-negation,c-direct-negation,kaza1248-bolsada,c-direct-negation-no,no
kaza1248-bolsada-c-comparative,c-comparative,kaza1248-bolsada,c-comparative-yes,yes
kaza1248-bolsada-c-free-choice,c-free-choice,kaza1248-bolsada,c-free-choice-yes,yes
kaza1248-es-c-specific-known,c-specific-known,kaza1248-es,c-specific-known-no,no
kaza1248-es-c-specific-unknown,c-specific-unknown,kaza1248-es,c-specific-unknown-no,no
kaza1248-es-c-irrealis-nsp,c-irrealis-nsp,kaza1248-es,c-irrealis-nsp-no,no
kaza1248-es-c-question,c-question,kaza1248-es,c-question-no,no
kaza1248-es-c-conditional,c-conditional,kaza1248-es,c-conditional-no,no
kaza1248-es-c-indirect-negation,c-indirect-negation,kaza1248-es,c-indirect-negation-no,no
kaza1248-es-c-direct-negation,c-direct-negation,kaza1248-es,c-direct-negation-yes,yes
kaza1248-es-c-comparative,c-comparative,kaza1248-es,c-comparative-no,no
kaza1248-es-c-free-choice,c-free-choice,kaza1248-es,c-free-choice-no,no
yaku1245-bayarar-c-specific-known,c-specific-known,yaku1245-bayarar,c-specific-known-no,no
yaku1245-bayarar-c-specific-unknown,c-specific-unknown,yaku1245-bayarar,c-specific-unknown-no,no
yaku1245-bayarar-c-irrealis-nsp,c-irrealis-nsp,yaku1245-bayarar,c-irrealis-nsp-no,no
yaku1245-bayarar-c-question,c-question,yaku1245-bayarar,c-question-no,no
yaku1245-bayarar-c-conditional,c-conditional,yaku1245-bayarar,c-conditional-no,no
yaku1245-bayarar-c-indirect-negation,c-indirect-negation,yaku1245-bayarar,c-indirect-negation-no,no
yaku1245-bayarar-c-direct-negation,c-direct-negation,yaku1245-bayarar,c-direct-negation-no,no
yaku1245-bayarar-c-comparative,c-comparative,yaku1245-bayarar,c-comparative-no,no
yaku1245-bayarar-c-free-choice,c-free-choice,yaku1245-bayarar,c-free-choice-yes,yes
yaku1245--da-c-specific-known,c-specific-known,yaku1245--da,c-specific-known-no,no
yaku1245--da-c-specific-unknown,c-specific-unknown,yaku1245--da,c-specific-unknown-no,no
yaku1245--da-c-irrealis-nsp,c-irrealis-nsp,yaku1245--da,c-irrealis-nsp-no,no
yaku1245--da-c-question,c-question,yaku1245--da,c-question-no,no
yaku1245--da-c-conditional,c-conditional,yaku1245--da,c-conditional-no,no
yaku1245--da-c-indirect-negation,c-indirect-negation,yaku1245--da,c-indirect-negation-yes,yes
yaku1245--da-c-direct-negation,c-direct-negation,yaku1245--da,c-direct-negation-yes,yes
yaku1245--da-c-comparative,c-comparative,yaku1245--da,c-comparative-yes,yes
yaku1245--da-c-free-choice,c-free-choice,yaku1245--da,c-free-choice-yes,yes
yaku1245-eme-c-specific-known,c-specific-known,yaku1245-eme,c-specific-known-no,no
yaku1245-eme-c-specific-unknown,c-specific-unknown,yaku1245-eme,c-specific-unknown-no,no
yaku1245-eme-c-irrealis-nsp,c-irrealis-nsp,yaku1245-eme,c-irrealis-nsp-yes,yes
yaku1245-eme-c-question,c-question,yaku1245-eme,c-question-yes,yes
yaku1245-eme-c-conditional,c-conditional,yaku1245-eme,c-conditional-yes,yes
yaku1245-eme-c-indirect-negation,c-indirect-negation,yaku1245-eme,c-indirect-negation-no,no
yaku1245-eme-c-direct-negation,c-direct-negation,yaku1245-eme,c-direct-negation-no,no
yaku1245-eme-c-comparative,c-comparative,yaku1245-eme,c-comparative-no,no
yaku1245-eme-c-free-choice,c-free-choice,yaku1245-eme,c-free-choice-no,no
yaku1245-ere-c-specific-known,c-specific-known,yaku1245-ere,c-specific-known-yes,yes
yaku1245-ere-c-specific-unknown,c-specific-unknown,yaku1245-ere,c-specific-unknown-yes,yes
yaku1245-ere-c-irrealis-nsp,c-irrealis-nsp,yaku1245-ere,c-irrealis-nsp-no,no
yaku1245-ere-c-question,c-question,yaku1245-ere,c-question-no,no
yaku1245-ere-c-conditional,c-conditional,yaku1245-ere,c-conditional-no,no
yaku1245-ere-c-indirect-negation,c-indirect-negation,yaku1245-ere,c-indirect-negation-no,no
yaku1245-ere-c-direct-negation,c-direct-negation,yaku1245-ere,c-direct-negation-no,no
yaku1245-ere-c-comparative,c-comparative,yaku1245-ere,c-comparative-no,no
yaku1245-ere-c-free-choice,c-free-choice,yaku1245-ere,c-free-choice-no,no
hung1274-akar-bar--c-specific-known,c-specific-known,hung1274-akar-bar-,c-specific-known-no,no
hung1274-akar-bar--c-specific-unknown,c-specific-unknown,hung1274-akar-bar-,c-specific-unknown-no,no
hung1274-akar-bar--c-irrealis-nsp,c-irrealis-nsp,hung1274-akar-bar-,c-irrealis-nsp-no,no
hung1274-akar-bar--c-question,c-question,hung1274-akar-bar-,c-question-no,no
hung1274-akar-bar--c-conditional,c-conditional,hung1274-akar-bar-,c-conditional-yes,yes
hung1274-akar-bar--c-indirect-negation,c-indirect-negation,hung1274-akar-bar-,c-indirect-negation-yes,yes
hung1274-akar-bar--c-direct-negation,c-direct-negation,hung1274-akar-bar-,c-direct-negation-no,no
hung1274-akar-bar--c-comparative,c-comparative,hung1274-akar-bar-,c-comparative-yes,yes
hung1274-akar-bar--c-free-choice,c-free-choice,hung1274-akar-bar-,c-free-choice-yes,yes
hung1274-sem-c-specific-known,c-specific-known,hung1274-sem,c-specific-known-no,no
hung1274-sem-c-specific-unknown,c-specific-unknown,hung1274-sem,c-specific-unknown-no,no
hung1274-sem-c-irrealis-nsp,c-irrealis-nsp,hung1274-sem,c-irrealis-nsp-no,no
hung1274-sem-c-question,c-question,hung1274-sem,c-question-no,no
hung1274-sem-c-conditional,c-conditional,hung1274-sem,c-conditional-no,no
hung1274-sem-c-indirect-negation,c-indirect-negation,hung1274-sem,c-indirect-negation-no,no
hung1274-sem-c-direct-negation,c-direct-negation,hung1274-sem,c-direct-negation-yes,yes
hung1274-sem-c-comparative,c-comparative,hung1274-sem,c-comparative-no,no
hung1274-sem-c-free-choice,c-free-choice,hung1274-sem,c-free-choice-no,no
hung1274-vala--c-specific-known,c-specific-known,hung1274-vala-,c-specific-known-yes,yes
hung1274-vala--c-specific-unknown,c-specific-unknown,hung1274-vala-,c-specific-unknown-yes,yes
hung1274-vala--c-irrealis-nsp,c-irrealis-nsp,hung1274-vala-,c-irrealis-nsp-yes,yes
hung1274-vala--c-question,c-question,hung1274-vala-,c-question-yes,yes
hung1274-vala--c-conditional,c-conditional,hung1274-vala-,c-conditional-yes,yes
hung1274-vala--c-indirect-negation,c-indirect-negation,hung1274-vala-,c-indirect-negation-yes,yes
hung1274-vala--c-direct-negation,c-direct-negation,hung1274-vala-,c-direct-negation-no,no
hung1274-vala--c-comparative,c-comparative,hung1274-vala-,c-comparative-no,no
hung1274-vala--c-free-choice,c-free-choice,hung1274-vala-,c-free-choice-no,no
finn1318-eras-c-specific-known,c-specific-known,finn1318-eras,c-specific-known-yes,yes
finn1318-eras-c-specific-unknown,c-specific-unknown,finn1318-eras,c-specific-unknown-no,no
finn1318-eras-c-irrealis-nsp,c-irrealis-nsp,finn1318-eras,c-irrealis-nsp-no,no
finn1318-eras-c-question,c-question,finn1318-eras,c-question-no,no
finn1318-eras-c-conditional,c-conditional,finn1318-eras,c-conditional-no,no
finn1318-eras-c-indirect-negation,c-indirect-negation,finn1318-eras,c-indirect-negation-no,no
finn1318-eras-c-direct-negation,c-direct-negation,finn1318-eras,c-direct-negation-no,no
finn1318-eras-c-comparative,c-comparative,finn1318-eras,c-comparative-no,no
finn1318-eras-c-free-choice,c-free-choice,finn1318-eras,c-free-choice-no,no
finn1318-hyvansa-c-specific-known,c-specific-known,finn1318-hyvansa,c-specific-known-no,no
finn1318-hyvansa-c-specific-unknown,c-specific-unknown,finn1318-hyvansa,c-specific-unknown-no,no
finn1318-hyvansa-c-irrealis-nsp,c-irrealis-nsp,finn1318-hyvansa,c-irrealis-nsp-no,no
finn1318-hyvansa-c-question,c-question,finn1318-hyvansa,c-question-no,no
finn1318-hyvansa-c-conditional,c-conditional,finn1318-hyvansa,c-conditional-yes,yes
finn1318-hyvansa-c-indirect-negation,c-indirect-negation,finn1318-hyvansa,c-indirect-negation-no,no
finn1318-hyvansa-c-direct-negation,c-direct-negation,finn1318-hyvansa,c-direct-negation-no,no
finn1318-hyvansa-c-comparative,c-comparative,finn1318-hyvansa,c-comparative-yes,yes
finn1318-hyvansa-c-free-choice,c-free-choice,finn1318-hyvansa,c-free-choice-yes,yes
finn1318--kaan-c-specific-known,c-specific-known,finn1318--kaan,c-specific-known-no,no
finn1318--kaan-c-specific-unknown,c-specific-unknown,finn1318--kaan,c-specific-unknown-no,no
finn1318--kaan-c-irrealis-nsp,c-irrealis-nsp,finn1318--kaan,c-irrealis-nsp-no,no
finn1318--kaan-c-question,c-question,finn1318--kaan,c-question-yes,yes
finn1318--kaan-c-conditional,c-conditional,finn1318--kaan,c-conditional-no,no
finn1318--kaan-c-indirect-negation,c-indirect-negation,finn1318--kaan,c-indirect-negation-yes,yes
finn1318--kaan-c-direct-negation,c-direct-negation,finn1318--kaan,c-direct-negation-yes,yes
finn1318--kaan-c-comparative,c-comparative,finn1318--kaan,c-comparative-yes,yes
finn1318--kaan-c-free-choice,c-free-choice,finn1318--kaan,c-free-choice-no,no
finn1318--kin-c-specific-known,c-specific-known,finn1318--kin,c-specific-known-no,no
finn1318--kin-c-specific-unknown,c-specific-unknown,finn1318--kin,c-specific-unknown-yes,yes
finn1318--kin-c-irrealis-nsp,c-irrealis-nsp,finn1318--kin,c-irrealis-nsp-yes,yes
finn1318--kin-c-question,c-question,finn1318--kin,c-question-yes,yes
finn1318--kin-c-conditional,c-conditional,finn1318--kin,c-conditional-yes,yes
finn1318--kin-c-indirect-negation,c-indirect-negation,finn1318--kin,c-indirect-negation-no,no
finn1318--kin-c-direct-negation,c-direct-negation,finn1318--kin,c-direct-negation-no,no
finn1318--kin-c-comparative,c-comparative,finn1318--kin,c-comparative-no,no
finn1318--kin-c-free-choice,c-free-choice,finn1318--kin,c-free-choice-no,no
nana1257--daa-c-specific-known,c-specific-known,nana1257--daa,c-specific-known-no,no
nana1257--daa-c-specific-unknown,c-specific-unknown,nana1257--daa,c-specific-unknown-no,no
nana1257--daa-c-irrealis-nsp,c-irrealis-nsp,nana1257--daa,c-irrealis-nsp-yes,yes
nana1257--daa-c-question,c-question,nana1257--daa,c-question-yes,yes
nana1257--daa-c-conditional,c-conditional,nana1257--daa,c-conditional-yes,yes
nana1257--daa-c-indirect-negation,c-indirect-negation,nana1257--daa,c-indirect-negation-yes,yes
nana1257--daa-c-direct-negation,c-direct-negation,nana1257--daa,c-direct-negation-yes,yes
nana1257--daa-c-comparative,c-comparative,nana1257--daa,c-comparative-yes,yes
nana1257--daa-c-free-choice,c-free-choice,nana1257--daa,c-free-choice-no,no
nana1257--daaxemaja-c-specific-known,c-specific-known,nana1257--daaxemaja,c-specific-known-no,no
nana1257--daaxemaja-c-specific-unknown,c-specific-unknown,nana1257--daaxemaja,c-specific-unknown-no,no
nana1257--daaxemaja-c-irrealis-nsp,c-irrealis-nsp,nana1257--daaxemaja,c-irrealis-nsp-no,no
nana1257--daaxemaja-c-question,c-question,nana1257--daaxemaja,c-question-no,no
nana1257--daaxemaja-c-conditional,c-conditional,nana1257--daaxemaja,c-conditional-no,no
nana1257--daaxemaja-c-indirect-negation,c-indirect-negation,nana1257--daaxemaja,c-indirect-negation-no,no
nana1257--daaxemaja-c-direct-negation,c-direct-negation,nana1257--daaxemaja,c-direct-negation-no,no
nana1257--daaxemaja-c-comparative,c-comparative,nana1257--daaxemaja,c-comparative-no,no
nana1257--daaxemaja-c-free-choice,c-free-choice,nana1257--daaxemaja,c-free-choice-yes,yes
nana1257--nuu-c-specific-known,c-specific-known,nana1257--nuu,c-specific-known-yes,yes
nana1257--nuu-c-specific-unknown,c-specific-unknown,nana1257--nuu,c-specific-unknown-yes,yes
nana1257--nuu-c-irrealis-nsp,c-irrealis-nsp,nana1257--nuu,c-irrealis-nsp-no,no
nana1257--nuu-c-question,c-question,nana1257--nuu,c-question-no,no
nana1257--nuu-c-conditional,c-conditional,nana1257--nuu,c-conditional-no,no
nana1257--nuu-c-indirect-negation,c-indirect-negation,nana1257--nuu,c-indirect-negation-no,no
nana1257--nuu-c-direct-negation,c-direct-negation,nana1257--nuu,c-direct-negation-no,no
nana1257--nuu-c-comparative,c-comparative,nana1257--nuu,c-comparative-no,no
nana1257--nuu-c-free-choice,c-free-choice,nana1257--nuu,c-free-choice-no,no
lezg1247-sawhjatani-c-specific-known,c-specific-known,lezg1247-sawhjatani,c-specific-known-yes,yes
lezg1247-sawhjatani-c-specific-unknown,c-specific-unknown,lezg1247-sawhjatani,c-specific-unknown-yes,yes
lezg1247-sawhjatani-c-irrealis-nsp,c-irrealis-nsp,lezg1247-sawhjatani,c-irrealis-nsp-yes,yes
lezg1247-sawhjatani-c-question,c-question,lezg1247-sawhjatani,c-question-yes,yes
lezg1247-sawhjatani-c-conditional,c-conditional,lezg1247-sawhjatani,c-conditional-yes,yes
lezg1247-sawhjatani-c-indirect-negation,c-indirect-negation,lezg1247-sawhjatani,c-indirect-negation-no,no
